abarner/template-dataset	19	11	globi:abarner/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	globi	https://github.com/abarner/template-dataset/archive/4bdb2493d4a6a9c36e864b1a2e3bab40459a1098.zip	2018-09-06T22:05:14.632Z
jhpoelen/data	449	10382	globi:jhpoelen/data	no citation	globi	https://github.com/jhpoelen/data/archive/1bf372cc4f0d6aa0e022cab919bfc5f05d78a561.zip	2018-09-06T22:05:25.129Z
jhpoelen/geosymbio	3	2	globi:jhpoelen/geosymbio	Jorrit H. Poelen. 2015. Summarizing interactions of Symbiodinium after consulting Michele Weber.	globi	https://github.com/jhpoelen/geosymbio/archive/a9cb473a202ac656271c04e3ab2b7233cdf5c522.zip	2018-09-06T23:00:18.776Z
jhpoelen/uredinales-belgium-checklist	738	681	globi:jhpoelen/uredinales-belgium-checklist	no citation	globi	https://github.com/jhpoelen/uredinales-belgium-checklist/archive/4d452ac12bf20a5d9a8ccd6a87e9fc7984a86bdb.zip	2018-09-06T22:58:55.008Z
KatjaSchulz/dinosaur-biotic-interactions	25	16	globi:KatjaSchulz/dinosaur-biotic-interactions	Katja Schulz. 2015. Information about dinosaur diets manually extracted from literature.	globi	https://github.com/KatjaSchulz/dinosaur-biotic-interactions/archive/e744bef6ff47d57b86b81fe767ad983ef5b7f460.zip	2018-09-06T22:51:25.546Z
kinseyfish/dietdatabase	4958	39520	globi:kinseyfish/dietdatabase	Allen Hurlbert. 2017. Avian Diet Database.	hurlbert	https://github.com/kinseyfish/dietdatabase/archive/7508fd9e83403d39ac8b8ceee6f92b3d537d4f9d.zip	2018-09-06T22:18:59.623Z
mangal-wg/template-dataset	19	11	globi:mangal-wg/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	globi	https://github.com/mangal-wg/template-dataset/archive/8abd2ba18457288f33527193299504015fae6def.zip	2018-09-06T22:51:14.497Z
millerse/Adams-et-al.-2016	5	337	globi:millerse/Adams-et-al.-2016	Sarah E Miller. 8/25/2016. Text gathered from Adams et al. 2016 A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean.	globi	https://zenodo.org/record/258193/files/millerse/Adams-et-al.-2016-v1.0.zip	2018-09-06T22:59:31.413Z
millerse/A-Host-parasite-Catalog-of-North-American-Tachinidae-Diptera-	744	2156	globi:millerse/A-Host-parasite-Catalog-of-North-American-Tachinidae-Diptera-	Sarah E Miller. 5/28/2015. Arnaud, Paul Henri. A Host-parasite Catalog of North American Tachinidae (Diptera). Washington, D.C.: U.S. Dept. of Agriculture, Science and Education Administration, 1978.	globi	https://zenodo.org/record/258186/files/millerse/A-Host-parasite-Catalog-of-North-American-Tachinidae-Diptera--v1.0.zip	2018-09-06T22:10:32.106Z
millerse/Aluja-et-al-New-Host-Plant-and-Distribution-Records-in-Mexico	47	50	globi:millerse/Aluja-et-al-New-Host-Plant-and-Distribution-Records-in-Mexico	Sarah E. Miller. 04/14/2015.  Information extracted from litterature Aluja, Martín and Piñero, Jaime and López, Maurilio and Ruíz, César and Zúñiga, Alberto and Piedra, Enrique and Díaz-Fleischer, Francisco and Sivinski, John. New Host Plant and Distribution Records in Mexico for Anastrepha Spp., Toxotrypana Curvicauda Gerstacker, Rhagoletis Zoqui Bush, Rhagoletis Sp., and Hexachaeta Sp. (Diptera: Tephritidae). Proceedings of the Entomological Society of Washington 102 (2000): 2000. http://www.biodiversitylibrary.org/part/54830.	globi	https://github.com/millerse/Aluja-et-al-New-Host-Plant-and-Distribution-Records-in-Mexico/archive/0cf667a092fbf06e549ec4fdfffd7ad874259710.zip	2018-09-06T22:18:55.700Z
millerse/Amphibians-and-Reptiles-Predators-and-Prey.-Amphibians-and-Birds	138	147	globi:millerse/Amphibians-and-Reptiles-Predators-and-Prey.-Amphibians-and-Birds	Sarah E Miller. 4/16/2015. Species associations manually extracted from Cook, W. E. Amphibians and Reptiles: Predators and Prey. Amphibians and Birds. Smithsonian Herpetological Information Service: 1-15.	globi	https://zenodo.org/record/258194/files/millerse/Amphibians-and-Reptiles-Predators-and-Prey.-Amphibians-and-Birds-v1.0.zip	2018-09-06T22:58:52.063Z
millerse/Anemonefish	24	178	globi:millerse/Anemonefish	Sarah E Miller. 6/17/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.	globi	https://zenodo.org/record/258196/files/millerse/Anemonefish-v1.0.zip	2018-09-06T22:59:09.263Z
millerse/Ant-Plant-Interactions	101	786	globi:millerse/Ant-Plant-Interactions	Sarah E Miller. 5/25/2017. Species associations extracted from Fernanda V. Costa. 2016. Ant-Plant Interactions in Brazilian Rupestrian Grasslands - Dataset from 2014. urn:node:KNB. doi:10.5063/F19C6VB4.	globi	https://zenodo.org/record/800554/files/millerse/Ant-Plant-Interactions-V1.0.zip	2018-09-06T23:00:15.675Z
millerse/Arctic-food-web	220	746	globi:millerse/Arctic-food-web	Sarah E Miller. 7/7/2016. Text gathered from Wirta, H.K., Vesterinen, E.J., Hambäck, P.A., Weingartner, E., Rasmussen, C., Reneerkens, J., Schmidt, N.M., Gilg, O. and Roslin, T., 2015. Exposing the structure of an Arctic food web. Ecology and evolution, 5(17), pp.3842-3856.	globi	https://zenodo.org/record/258202/files/millerse/Arctic-food-web-v1.0.zip	2018-09-06T22:58:11.964Z
millerse/Arctos	1172	31848	globi:millerse/Arctos	Sarah E Miller. 7/6/2016. Arctos collection.	globi	https://zenodo.org/record/823590/files/millerse/Arctos-V1.0.zip	2018-09-06T22:19:09.816Z
millerse/Bald-Eagle-Diet	42	41	globi:millerse/Bald-Eagle-Diet	Sarah E Miller. 7/27/2015. Newsome SD, Collins PW, Sharpe P. Foraging ecology of a reintroduced population of breeding Bald Eagles on the Channel Islands, California, USA, inferred from prey remains and stable isotope analysis. The Condor [Internet]. Cooper Ornithological Society; 2015 Jul 22;117(3):396–413.	globi	https://zenodo.org/record/258233/files/millerse/Bald-Eagle-Diet-v1.0.zip	2018-09-06T22:51:19.153Z
millerse/Bascompte-J.-Meli-n-C.J.-and-Sala-E.-2005	260	3293	globi:millerse/Bascompte-J.-Meli-n-C.J.-and-Sala-E.-2005	Sarah E Miller. 3/31/2015.  Species associations extracted from paper Jordi Bascompte, Carlos J. Melián, and Enric Sala Interaction strength combinations and the overfishing of a marine food web PNAS 2005 102: 5443-5447.	globi	https://zenodo.org/record/258231/files/millerse/Bascompte-J.-Meli-n-C.J.-and-Sala-E.-2005-v1.0.zip	2018-09-06T22:19:00.807Z
millerse/Bat-flies	10	31	globi:millerse/Bat-flies	Sarah E Miller. 9/6/2015. Species associations manually extracted from Obame-Nkoghe, J., Rahola, N., Bourgarel, M., Yangari, P., Prugnolle, F., Maganga, G.D., Leroy, E.M., Fontenille, D., Ayala, D. and Paupy, C., 2016. Bat flies (Diptera: Nycteribiidae and Streblidae) infesting cave-dwelling bats in Gabon: diversity, dynamics and potential role in Polychromophilus melanipherus transmission. Parasites & Vectors, 9(1), p.1.	globi	https://zenodo.org/record/258230/files/millerse/Bat-flies-v1.0.zip	2018-09-06T22:19:24.113Z
millerse/Benesh-et-al-2017	4332	9063	globi:millerse/Benesh-et-al-2017	Sarah E Miller. 9/19/2017. Species associations manually extracted from Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680	globi	https://github.com/millerse/Benesh-et-al-2017/archive/9dcd91ac0c04b7b06761d30032d2b93369855fcd.zip	2018-09-06T22:59:20.884Z
millerse/BHL-Interactions	727	2534	globi:millerse/BHL-Interactions	Sarah E Miller. 5/21/2015. Text gathered from http://www.biodiversitylibrary.org/	globi	https://zenodo.org/record/258229/files/millerse/BHL-Interactions-v1.0.zip	2018-09-06T22:58:31.965Z
millerse/Biological-Station-Arthropod-Collection	803	7327	globi:millerse/Biological-Station-Arthropod-Collection	Sarah E. Miller.  07/06/2017.  Information extracted from dataset https://www.idigbio.org/portal/recordsets/db4bb0df-8539-4617-ab5f-eb118aa3126b.	globi	https://github.com/millerse/Biological-Station-Arthropod-Collection/archive/bb37104860ca553e97430ac3b6f5fce0a7578663.zip	2018-09-06T23:00:17.623Z
millerse/Bird-Parasite	34	29	globi:millerse/Bird-Parasite	Sarah E Miller. 3/18/2015. Species associations manually extracted from site http://www.burkemuseum.org/ornithology/phenology 	globi	https://zenodo.org/record/258228/files/millerse/Bird-Parasite-v1.0.zip	2018-09-06T22:10:30.470Z
millerse/Birds-Consumed-by-the-Invasive-Burmese-Python-Python-molurus-bivittatus-	34	33	globi:millerse/Birds-Consumed-by-the-Invasive-Burmese-Python-Python-molurus-bivittatus-	Sarah E. Miller. 04/14/2015.  Information extracted from literature Dove, Carla J., Ray W. Snow, Michael R. Rochford, and Frank J. Mazzotti. Birds Consumed By The Invasive Burmese Python (Python Molurus Bivittatus) In Everglades National Park, Florida, USA. The Wilson Journal of Ornithology: 126-31.	globi	https://zenodo.org/record/258227/files/millerse/Birds-Consumed-by-the-Invasive-Burmese-Python-Python-molurus-bivittatus--v1.0.zip	2018-09-06T22:58:53.595Z
millerse/Buprestidae-of-North-America	377	22827	globi:millerse/Buprestidae-of-North-America	Sarah E Miller. 06/10/2015. Species associations manually extracted from Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.	globi	https://zenodo.org/record/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip	2018-09-06T22:58:33.113Z
millerse/Canadian-freshwater-fish-and-their-metazoan-parasites	215	1183	globi:millerse/Canadian-freshwater-fish-and-their-metazoan-parasites	Sarah E Miller. 6/18/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.	globi	https://zenodo.org/record/258226/files/millerse/Canadian-freshwater-fish-and-their-metazoan-parasites-v1.0.zip	2018-09-06T22:58:38.819Z
millerse/Carpinteria-Salt-Marsh-Web	126	2290	globi:millerse/Carpinteria-Salt-Marsh-Web	Sarah E Miller. 6/19/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.	globi	https://zenodo.org/record/258225/files/millerse/Carpinteria-Salt-Marsh-Web-v1.0.zip	2018-09-06T22:51:33.350Z
millerse/Checklist-of-Micro-Organisms-Associated-With-Tree-Seeds-in-the-World	423	924	globi:millerse/Checklist-of-Micro-Organisms-Associated-With-Tree-Seeds-in-the-World	Sarah E Miller. 5/23/2017. Species associations manually extracted from Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	globi	https://zenodo.org/record/582647/files/millerse/Checklist-of-Micro-Organisms-Associated-With-Tree-Seeds-in-the-World-V1.0.zip	2018-09-06T22:58:26.163Z
millerse/Clements-R.-E.-and-F.-L.-Long	297	923	globi:millerse/Clements-R.-E.-and-F.-L.-Long	Sarah E Miller. 6/22/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.	globi	https://zenodo.org/record/258223/files/millerse/Clements-R.-E.-and-F.-L.-Long-v1.0.zip	2018-09-06T22:51:12.135Z
millerse/Coccidae-of-Egypt	104	227	globi:millerse/Coccidae-of-Egypt	Sarah E Miller. 8/25/2016. Text gathered from Hall, W.J., 1923. Further observations on the Coccidae of Egypt. Ministry of Agriculture, Technical and Scientific Service, Bulletin, (36), pp.1-61.	globi	https://zenodo.org/record/259823/files/millerse/Coccidae-of-Egypt-v1.0.zip	2018-09-06T22:51:12.881Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	1268	225564	globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	no citation	globi	https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	2018-09-06T22:09:57.639Z
