62	36	single table	millerse/Weidinger-et-al.-2009	Sarah E Miller. 3/4/2015. Species associations manually extracted from http://onlinelibrary.wiley.com/doi/10.1111/j.1474-919X.2009.00907.x/suppinfo.	2018-09-18T22:59:28.342Z
50	47	single table	millerse/Host-plant-and-distribution-records	Sarah E. Miller. 04/14/2015.  Information extracted from litterature Aluja, Martín and Piñero, Jaime and López, Maurilio and Ruíz, César and Zúñiga, Alberto and Piedra, Enrique and Díaz-Fleischer, Francisco and Sivinski, John. New Host Plant and Distribution Records in Mexico for Anastrepha Spp., Toxotrypana Curvicauda Gerstacker, Rhagoletis Zoqui Bush, Rhagoletis Sp., and Hexachaeta Sp. (Diptera: Tephritidae). Proceedings of the Entomological Society of Washington 102 (2000): 2000. http://www.biodiversitylibrary.org/part/54830.	2018-09-18T22:21:00.117Z
50	47	single table	millerse/Aluja-et-al-New-Host-Plant-and-Distribution-Records-in-Mexico	Sarah E. Miller. 04/14/2015.  Information extracted from litterature Aluja, Martín and Piñero, Jaime and López, Maurilio and Ruíz, César and Zúñiga, Alberto and Piedra, Enrique and Díaz-Fleischer, Francisco and Sivinski, John. New Host Plant and Distribution Records in Mexico for Anastrepha Spp., Toxotrypana Curvicauda Gerstacker, Rhagoletis Zoqui Bush, Rhagoletis Sp., and Hexachaeta Sp. (Diptera: Tephritidae). Proceedings of the Entomological Society of Washington 102 (2000): 2000. http://www.biodiversitylibrary.org/part/54830.	2018-09-18T22:19:46.933Z
48	11	single table	millerse/Fossil-snake	Sarah E Miller. 12/21/2016. Species associations extracted from Smith, K., Scanferla, A. 2016. Fossil snake preserving three trophic levels and evidence for an ontogenetic dietary shifts. Palaeobiodiversity and Palaeoenvironments. doi: 10.1007/s12549-016-0244-1	2018-09-18T22:52:43.073Z
42	6	single table	millerse/Zika-Virus	Sarah E Miller. 2/14/2016. Species associations manually extracted from Lanciotti RS, Kosoy OL, Laven JJ, Velez JO, Lambert AJ, Johnson AJ, et al. Genetic and serologic properties of Zika virus associated with an epidemic, Yap State, Micronesia, 2007. Emerg Infect Dis [serial on the Internet]. 2008 Aug [2/14/2016]. Available from http://wwwnc.cdc.gov/eid/article/14/8/08-0287 and Hayes EB. Zika virus outside Africa. Emerg Infect Dis [serial on the Internet]. 2009 Sep [2/14/2016]. Available from http://wwwnc.cdc.gov/eid/article/15/9/09-0442	2018-09-18T22:21:09.824Z
41	42	single table	millerse/Bald-Eagle-Diet	Sarah E Miller. 7/27/2015. Newsome SD, Collins PW, Sharpe P. Foraging ecology of a reintroduced population of breeding Bald Eagles on the Channel Islands, California, USA, inferred from prey remains and stable isotope analysis. The Condor [Internet]. Cooper Ornithological Society; 2015 Jul 22;117(3):396–413.	2018-09-18T22:51:55.217Z
41	13	single table	millerse/Lara-C.-2006	Sarah E Miller. 5/24/2016. Text gathered from Lara, C. (2006). Temporal dynamics of flower use by hummingbirds in a highland temperate forest in Mexico. Ecoscience, 13(1), 23-29.	2018-09-18T22:52:00.433Z
38	35	single table	NASUA/ZalophusPredatoryInteractions	Carranco.S ; Muñoz, G. 2018. Galapagos sea lion fish-feeding interaction dataset in the San Cristobal Island	2018-09-18T22:52:04.727Z
33	34	single table	millerse/Birds-Consumed-by-the-Invasive-Burmese-Python-Python-molurus-bivittatus-	Sarah E. Miller. 04/14/2015.  Information extracted from literature Dove, Carla J., Ray W. Snow, Michael R. Rochford, and Frank J. Mazzotti. Birds Consumed By The Invasive Burmese Python (Python Molurus Bivittatus) In Everglades National Park, Florida, USA. The Wilson Journal of Ornithology: 126-31.	2018-09-18T22:59:29.013Z
32	20	single table	millerse/Greystock-et-al.-2015	Sarah E Miller. 9/19/2016. Species associations extracted from Graystock, P., Blane, E.J., McFrederick, Q.S., Goulson, D. and Hughes, W.O., 2016. Do managed bees drive parasite spread and emergence in wild bees?. International Journal for Parasitology: Parasites and Wildlife, 5(1), pp.64-75.	2018-09-18T22:07:29.971Z
31	25	single table	jhammock/Layman-and-Allgeier-Lionfish	Layman, CA, Allgeier, JE. 2012. Characterizing trophic ecology of generalist consumers: a case study of the invasive lionfish in The Bahamas. Mar Ecol Prog Ser, Vol. 448: 131–141. doi: 10.3354/meps09511	2018-09-18T22:59:47.918Z
31	10	single table	millerse/Bat-flies	Sarah E Miller. 9/6/2015. Species associations manually extracted from Obame-Nkoghe, J., Rahola, N., Bourgarel, M., Yangari, P., Prugnolle, F., Maganga, G.D., Leroy, E.M., Fontenille, D., Ayala, D. and Paupy, C., 2016. Bat flies (Diptera: Nycteribiidae and Streblidae) infesting cave-dwelling bats in Gabon: diversity, dynamics and potential role in Polychromophilus melanipherus transmission. Parasites & Vectors, 9(1), p.1.	2018-09-18T22:21:00.861Z
29	34	single table	millerse/Bird-Parasite	Sarah E Miller. 3/18/2015. Species associations manually extracted from site http://www.burkemuseum.org/ornithology/phenology 	2018-09-18T22:11:02.112Z
17	31	single table	globalbioticinteractions/hafner	Shan Kothari, Pers. Comm. 2014. Dataset extracted by Shan Kothari from: Mark S. Hafner, Philip D. Sudman, Francis X. Villablanca, Theresa A. Spradling, James W. Demastes, Steven A. Nadler. (1994). Disparate Rates of Molecular Evolution in Cospeciating Hosts and Parasites. Science 265: 1087-1090.	2018-09-18T22:05:15.002Z
16	25	single table	KatjaSchulz/dinosaur-biotic-interactions	Katja Schulz. 2015. Information about dinosaur diets manually extracted from literature.	2018-09-18T22:52:01.227Z
16	25	single table	cmungall/dinosaur-biotic-interactions	Katja Schulz. 2015. Information about dinosaur diets manually extracted from literature.	2018-09-18T22:59:54.959Z
13	14	single table	millerse/Diseases-of-Coffee-in-Porto-Rico	Sarah E Miller. 5/17/2016. Text gathered from Fawcett, George L. Fungus Diseases of Coffee in Porto Rico. 1915. doi:10.5962/bhl.title.37321	2018-09-18T22:05:48.009Z
11	19	single table	tkuhn/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	2018-09-18T22:05:18.929Z
11	19	single table	seltmann/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	2018-08-16T22:06:13.582Z
11	19	single table	ParasiteTracker/vampire-moths-and-their-fruit-piercing-relatives-Occurrence-Records	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	2018-08-28T22:50:41.004Z
11	19	single table	mangal-wg/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	2018-09-18T22:51:50.859Z
11	19	single table	globalbioticinteractions/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	2018-09-18T22:11:16.206Z
11	19	single table	abarner/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	2018-09-18T22:05:18.070Z
2	4	single table	globalbioticinteractions/species-interaction-dataset-inventory	A dataset of interaction datasets.	2018-09-18T22:51:54.546Z
2	3	single table	jhpoelen/geosymbio	Jorrit H. Poelen. 2015. Summarizing interactions of Symbiodinium after consulting Michele Weber.	2018-09-18T23:00:54.878Z
2	3	rdf	globalbioticinteractions/jsonld-template-dataset	no citation	2018-09-18T22:10:48.540Z
1	2	single table	millerse/Seton-1929	Sarah E Miller. 11/5/2015. Interaction gathered from Seton, E.T. (1929) Lives of Game Animals. Doubleday, Doran & Co., Garden City N.Y., 506 pp.	2018-09-18T22:05:13.034Z
1	2	single table	globalbioticinteractions/known-projects	A dataset of interaction datasets.	2017-11-28T20:14:23Z
1	2	single table	arw36/species-interaction-dataset-inventory	A dataset of interaction datasets.	2018-09-18T23:00:41.700Z
0	0	multi-table	globalbioticinteractions/kelpforest	Beas-Luna, R., Novak, M., Carr, M. H., Tinker, M. T., Black, A., Caselle, J. E., … Iles, A. (2014). An Online Database for Informing Ecological Network Models: http://kelpforest.ucsc.edu. PLoS ONE, 9(10), e109356. doi:10.1371/journal.pone.0109356	2018-09-18T22:59:50.154Z
